FileName,outputVar,totalVarsToEliminate,NumEliminations
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,141,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,142,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,144,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,145,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,146,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,147,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,151,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,153,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,154,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,158,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,159,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,161,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,162,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,163,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,167,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,168,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,169,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,171,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,172,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,173,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,177,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,178,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,179,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,181,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,182,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,186,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,187,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,189,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,190,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,194,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,195,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,196,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,197,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,199,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,200,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,201,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,205,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,206,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,208,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,209,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,210,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,214,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,215,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,217,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,218,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,219,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,223,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,224,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,226,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,227,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,228,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,229,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,230,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,234,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,235,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,237,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,238,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,239,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,240,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,244,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,245,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,246,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,248,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,249,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,250,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,254,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,255,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,256,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,258,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,259,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,260,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,261,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,265,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,266,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,268,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,269,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,273,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,274,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,275,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,277,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,278,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,279,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,283,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,284,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,285,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,287,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,288,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,289,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,290,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,291,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,295,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,296,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,298,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,299,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,303,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,304,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,305,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,307,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,308,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,309,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,311,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,313,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,314,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,316,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,317,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,319,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,320,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,321,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,324,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,325,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,326,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,327,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,329,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,330,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,331,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,332,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,334,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,335,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,336,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,337,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,339,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,340,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,341,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,343,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,344,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,345,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,347,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,348,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,350,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,351,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,353,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,355,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,356,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,358,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,359,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,361,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,362,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,363,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,365,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,366,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,368,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,369,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,371,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,373,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,374,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,375,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,377,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,378,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,380,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,381,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,383,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,385,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,386,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,387,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,388,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,390,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,391,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,393,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,394,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,395,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,397,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,398,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,399,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,401,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,402,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,403,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,404,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,406,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,407,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,409,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,411,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,412,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,414,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,415,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,416,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,417,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,419,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,420,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,421,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,423,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,424,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,425,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,426,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,427,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,429,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,430,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,431,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,433,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,434,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,435,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,436,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,437,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,439,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,440,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,441,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,443,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,444,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,445,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,446,511,157
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,447,511,158
./benchmark_tests/afterhqspre/PEC2/pec_adder_n_bit_1_19.dqdimacs,449,511,157
